,date,open_price,close_price,high_price,low_price,volume,buy,sell,account_value,weighted_avg
304,2016-11-08,212.69,214.11,214.77,212.38,106772138,0,0,10407.04860000001,0.0
305,2016-11-09,212.37,216.3792,217.1,212.34,258428972,0,0,10407.04860000001,0.0
306,2016-11-10,217.3,216.92,218.31,215.22,172113313,0,0,10407.04860000001,0.0
307,2016-11-11,216.08,216.42,216.7,215.32,100552732,1,0,10407.04860000001,216.42
308,2016-11-14,217.03,216.59,217.27,215.72,94579982,0,1,10407.21860000001,0.0
309,2016-11-15,217.04,218.28,218.28,216.8,91652580,0,0,10407.21860000001,0.0
310,2016-11-16,217.56,217.87,218.14,217.42,65617697,1,0,10407.21860000001,217.87
311,2016-11-17,218.05,218.99,219.06,217.92,69797191,0,1,10408.33860000001,0.0
312,2016-11-18,219.07,218.5,219.27,218.29,86265751,1,0,10408.33860000001,218.5
313,2016-11-21,219.17,220.15,220.18,219.0,72402638,0,1,10409.98860000001,0.0
314,2016-11-22,220.51,220.58,220.79,219.73,67428957,0,0,10409.98860000001,0.0
315,2016-11-23,219.98,220.7,220.76,219.75,56620237,0,0,10409.98860000001,0.0
316,2016-11-25,221.1,221.52,221.56,221.01,37872255,0,0,10409.98860000001,0.0
317,2016-11-28,221.16,220.48,221.48,220.36,76572511,1,0,10409.98860000001,220.48
318,2016-11-29,220.52,220.91,221.44,220.17,69886690,0,1,10410.41860000001,0.0
319,2016-11-30,221.63,220.38,221.82,220.31,113291793,1,0,10410.41860000001,220.38
320,2016-12-01,220.73,219.57,220.73,219.15,79040487,3,0,10409.60860000001,219.7725
321,2016-12-02,219.67,219.68,220.25,219.26,74840347,0,0,10410.048600000011,219.7725
322,2016-12-05,220.65,221.0,221.4,220.42,67837821,0,4,10415.328600000012,0.0
323,2016-12-06,221.22,221.7,221.7441,220.662,59877377,0,0,10415.328600000012,0.0
324,2016-12-07,221.52,224.6,224.67,221.38,110738050,0,0,10415.328600000012,0.0
325,2016-12-08,224.57,225.15,225.7,224.26,99714387,0,0,10415.328600000012,0.0
326,2016-12-09,225.41,226.51,226.53,225.37,88005766,0,0,10415.328600000012,0.0
327,2016-12-12,226.4,226.25,226.96,225.76,102016125,1,0,10415.328600000012,226.25
328,2016-12-13,227.02,227.76,228.34,227.0,110477485,0,1,10416.838600000012,0.0
329,2016-12-14,227.41,225.88,228.23,225.365,142501812,1,0,10416.838600000012,225.88
330,2016-12-15,226.16,226.81,227.81,225.8904,124972554,0,1,10417.768600000012,0.0
331,2016-12-16,226.01,225.04,226.08,224.67,156420152,1,0,10417.768600000012,225.04
332,2016-12-19,225.25,225.53,226.02,225.08,90341147,0,1,10418.258600000012,0.0
333,2016-12-20,226.15,226.4,226.57,225.88,89838810,0,0,10418.258600000012,0.0
334,2016-12-21,226.25,225.77,226.45,225.77,67909039,1,0,10418.258600000012,225.77
335,2016-12-22,225.6,225.38,225.74,224.92,56219071,3,0,10417.868600000013,225.4775
336,2016-12-23,225.43,225.71,225.72,225.21,36697822,0,4,10419.188600000012,0.0
337,2016-12-27,226.02,226.27,226.73,226.0,42672487,0,0,10419.188600000012,0.0
338,2016-12-28,226.57,224.4,226.59,224.27,64095014,1,0,10419.188600000012,224.4
339,2016-12-29,224.48,224.35,224.89,223.84,48696080,3,0,10419.138600000013,224.36249999999998
340,2016-12-30,224.73,223.53,224.83,222.73,108998328,5,0,10416.678600000014,223.89999999999998
341,2017-01-03,225.04,225.24,225.83,223.8837,91366522,0,9,10432.068600000013,0.0
342,2017-01-04,225.62,226.58,226.75,225.61,78744433,0,0,10432.068600000013,0.0
343,2017-01-05,226.27,226.4,226.58,225.48,78379012,1,0,10432.068600000013,226.4
344,2017-01-06,226.53,227.21,227.75,225.9,71559922,0,1,10432.878600000013,0.0
345,2017-01-09,226.91,226.46,227.0701,226.4163,46939676,1,0,10432.878600000013,226.46
346,2017-01-10,226.48,226.46,227.45,226.01,63771939,0,0,10432.878600000013,226.46
347,2017-01-11,226.36,227.1,227.1,225.59,74650016,0,1,10433.518600000012,0.0
348,2017-01-12,226.5,226.53,226.75,224.955,72113181,1,0,10433.518600000012,226.53
349,2017-01-13,226.73,227.05,227.4,226.69,62717865,0,1,10434.038600000013,0.0
350,2017-01-17,226.31,226.25,226.78,225.8,61240814,1,0,10434.038600000013,226.25
351,2017-01-18,226.535,226.75,226.8,225.9,54793302,0,1,10434.538600000013,0.0
352,2017-01-19,226.84,225.91,227.0,225.41,66608787,1,0,10434.538600000013,225.91
353,2017-01-20,226.7,226.74,227.31,225.9719,129168623,0,1,10435.368600000013,0.0
354,2017-01-23,226.35,226.15,226.805,225.27,75061645,1,0,10435.368600000013,226.15
355,2017-01-24,226.4,227.6,228.08,226.27,95555295,0,1,10436.818600000013,0.0
356,2017-01-25,228.7,229.57,229.57,228.51,84437712,0,0,10436.818600000013,0.0
357,2017-01-26,229.4,229.33,229.71,229.01,59970719,1,0,10436.818600000013,229.33
358,2017-01-27,229.42,228.97,229.59,228.76,59711118,3,0,10436.458600000013,229.06
359,2017-01-30,228.17,227.55,228.2,226.41,79737252,5,0,10432.198600000012,228.2211111111111
360,2017-01-31,226.98,227.53,227.6,226.32,75880805,7,0,10432.098600000012,227.91875
361,2017-02-01,228.255,227.62,228.59,226.94,79117651,0,0,10433.538600000013,227.91875
362,2017-02-02,227.2,227.77,228.1,226.82,69657560,0,0,10435.938600000012,227.91875
363,2017-02-03,228.82,229.34,229.55,228.46,80563168,0,16,10461.058600000011,0.0
364,2017-02-06,228.87,228.93,229.326,228.54,57790108,1,0,10461.058600000011,228.93
365,2017-02-07,229.38,228.94,229.6556,228.72,57931151,0,1,10461.068600000011,0.0
366,2017-02-08,228.61,229.24,229.39,228.31,51566218,0,0,10461.068600000011,0.0
367,2017-02-09,229.56,230.6,230.95,229.52,65955245,0,0,10461.068600000011,0.0
368,2017-02-10,231.0,231.51,231.77,230.6216,66015892,0,0,10461.068600000011,0.0
369,2017-02-13,232.08,232.77,233.07,232.05,55182050,0,0,10461.068600000011,0.0
370,2017-02-14,232.56,233.7,233.71,232.16,71108983,0,0,10461.068600000011,0.0
371,2017-02-15,233.45,234.92,235.14,233.39,86785826,0,0,10461.068600000011,0.0
372,2017-02-16,234.96,234.72,235.155,233.85,84722437,1,0,10461.068600000011,234.72
373,2017-02-17,233.95,235.09,235.09,233.93,77204104,0,1,10461.438600000012,0.0
374,2017-02-21,235.52,236.49,236.69,235.51,88946051,0,0,10461.438600000012,0.0
375,2017-02-22,236.02,236.28,236.54,235.83,62115185,1,0,10461.438600000012,236.28
376,2017-02-23,236.88,236.44,236.9,235.56,74615902,0,1,10461.598600000012,0.0
377,2017-02-24,235.46,236.74,236.7932,235.41,82381612,0,0,10461.598600000012,0.0
378,2017-02-27,236.64,237.11,237.31,236.35,56515440,0,0,10461.598600000012,0.0
379,2017-02-28,236.67,236.47,236.95,236.015,96961938,1,0,10461.598600000012,236.47
380,2017-03-01,238.39,239.78,240.32,238.37,149158170,0,1,10464.908600000012,0.0
381,2017-03-02,239.56,238.27,239.57,238.21,70245978,1,0,10464.908600000012,238.27
382,2017-03-03,238.17,238.42,238.61,237.73,81974300,0,1,10465.058600000011,0.0
383,2017-03-06,237.5,237.71,238.12,237.01,55391533,1,0,10465.058600000011,237.71
384,2017-03-07,237.36,237.0,237.77,236.76,65103737,3,0,10464.348600000012,237.1775
385,2017-03-08,237.34,236.56,237.64,236.4,78168795,5,0,10463.028600000012,236.83444444444447
386,2017-03-09,236.7,236.86,237.24,235.74,90683918,0,9,10465.728600000013,0.0
387,2017-03-10,237.97,237.69,238.02,236.59,81991652,0,0,10465.728600000013,0.0
388,2017-03-13,237.62,237.81,237.86,237.24,57256824,0,0,10465.728600000013,0.0
389,2017-03-14,237.18,236.9,237.24,236.19,59880778,1,0,10465.728600000013,236.9
390,2017-03-15,237.56,238.95,239.44,237.29,96081750,0,1,10467.778600000012,0.0
391,2017-03-16,239.11,238.48,239.2,238.1,78343951,1,0,10467.778600000012,238.48
392,2017-03-17,237.75,237.03,237.97,237.03,89002111,3,0,10466.328600000012,237.3925
393,2017-03-20,237.03,236.77,237.36,236.32,52536979,5,0,10465.548600000011,237.04666666666668
394,2017-03-21,237.47,233.73,237.61,233.58,131809275,7,0,10450.34860000001,235.59562499999998
395,2017-03-22,233.77,234.28,234.61,233.05,97569204,0,0,10459.148600000011,235.59562499999998
396,2017-03-23,234.0,234.03,235.34,233.6,100410277,9,0,10457.398600000011,235.03199999999998
397,2017-03-24,234.38,233.86,235.04,232.96,112504853,0,0,10453.148600000011,235.03199999999998
398,2017-03-27,231.93,233.62,233.92,231.61,87454452,0,0,10447.148600000011,235.03199999999998
399,2017-03-28,233.27,235.32,235.81,233.14,93483915,0,25,10489.648600000011,0.0
400,2017-03-29,234.99,235.54,235.81,234.725,61950354,0,0,10489.648600000011,0.0
401,2017-03-30,235.47,236.29,236.52,235.27,56737890,0,0,10489.648600000011,0.0
402,2017-03-31,235.9,235.74,236.51,235.68,73733094,1,0,10489.648600000011,235.74
403,2017-04-03,235.8,235.33,236.03,233.91,85546486,3,0,10489.238600000012,235.4325
404,2017-04-04,235.0,235.48,235.58,234.555,56466195,0,4,10489.838600000012,0.0
405,2017-04-05,236.26,234.78,237.39,234.54,108800604,1,0,10489.838600000012,234.78
406,2017-04-06,234.94,235.44,236.04,234.425,69135757,0,1,10490.498600000012,0.0
407,2017-04-07,235.15,235.2,236.0,234.64,74412311,1,0,10490.498600000012,235.2
408,2017-04-10,235.36,235.34,236.255,234.73,67615302,0,1,10490.638600000011,0.0
409,2017-04-11,234.9,235.06,235.18,233.34,88045276,1,0,10490.638600000011,235.06
410,2017-04-12,234.74,234.03,234.96,233.77,81864436,3,0,10489.60860000001,234.28750000000002
411,2017-04-13,233.64,232.51,234.49,232.51,92880394,5,0,10485.048600000011,233.29999999999998
412,2017-04-17,233.11,234.57,234.57,232.88,68405367,0,9,10503.588600000012,0.0
413,2017-04-18,233.72,233.87,234.49,233.08,83225821,1,0,10503.588600000012,233.87
414,2017-04-19,234.52,233.44,234.95,233.18,68699868,3,0,10503.158600000012,233.54749999999999
415,2017-04-20,234.15,235.34,235.845,233.78,92572186,0,4,10510.758600000012,0.0
416,2017-04-21,235.25,234.59,235.31,234.13,110389847,1,0,10510.758600000012,234.59
417,2017-04-24,237.18,237.17,237.41,234.5628,119209877,0,1,10513.338600000012,0.0
418,2017-04-25,237.91,238.55,238.95,237.81,76698265,0,0,10513.338600000012,0.0
419,2017-04-26,238.51,238.4,239.53,238.35,84702455,1,0,10513.338600000012,238.4
420,2017-04-27,238.77,238.6,238.95,237.98,57410326,0,1,10513.538600000013,0.0
421,2017-04-28,238.9,238.08,238.93,237.93,63532845,1,0,10513.538600000013,238.08
422,2017-05-01,238.68,238.68,239.17,238.195,66882521,0,1,10514.138600000013,0.0
423,2017-05-02,238.84,238.77,238.98,238.3,57375732,0,0,10514.138600000013,0.0
424,2017-05-03,238.29,238.48,238.8775,237.7,73137731,1,0,10514.138600000013,238.48
425,2017-05-04,238.83,238.76,238.9225,237.78,61462732,0,1,10514.418600000014,0.0
426,2017-05-05,239.19,239.7,239.72,238.68,62001269,0,0,10514.418600000014,0.0
427,2017-05-08,239.75,239.66,239.92,239.17,48385730,1,0,10514.418600000014,239.66
428,2017-05-09,239.96,239.44,240.19,239.04,51363200,3,0,10514.198600000014,239.49499999999998
429,2017-05-10,239.39,239.87,239.87,239.15,54293799,0,4,10515.918600000014,0.0
430,2017-05-11,239.35,239.38,239.57,238.13,62358346,1,0,10515.918600000014,239.38
431,2017-05-12,239.09,238.98,239.4273,238.67,53912730,3,0,10515.518600000014,239.07999999999998
432,2017-05-15,239.47,240.3,240.44,239.45,61918937,0,4,10520.798600000015,0.0
433,2017-05-16,240.64,240.08,240.67,239.63,51241791,1,0,10520.798600000015,240.08
434,2017-05-17,238.1,235.82,238.64,235.75,172174107,3,0,10516.538600000014,236.88500000000002
435,2017-05-18,235.73,236.77,237.75,235.43,107047656,0,0,10520.338600000014,236.88500000000002
436,2017-05-19,237.33,238.31,239.08,237.27,115011373,0,4,10526.498600000014,0.0
437,2017-05-22,238.9,239.52,239.71,238.82,61010602,0,0,10526.498600000014,0.0
438,2017-05-23,239.95,240.05,240.24,239.51,48341683,0,0,10526.498600000014,0.0
439,2017-05-24,240.32,240.61,240.73,239.93,49181099,0,0,10526.498600000014,0.0
440,2017-05-25,241.2,241.76,242.08,240.96,64071661,0,0,10526.498600000014,0.0
441,2017-05-26,241.54,241.71,241.9,241.45,46629905,1,0,10526.498600000014,241.71
442,2017-05-30,241.34,241.5,241.79,241.16,35201897,3,0,10526.288600000014,241.5525
443,2017-05-31,241.84,241.44,241.88,240.64,91796016,5,0,10526.108600000014,241.48999999999998
444,2017-06-01,241.97,243.36,243.38,241.64,68962024,0,9,10543.388600000015,0.0
445,2017-06-02,243.42,244.17,244.35,243.08,88666128,0,0,10543.388600000015,0.0
446,2017-06-05,243.97,243.99,244.3,243.76,44698825,1,0,10543.388600000015,243.99
447,2017-06-06,243.34,243.21,243.98,243.12,50375430,3,0,10542.608600000014,243.405
448,2017-06-07,243.6,243.66,243.92,242.83,54144311,0,4,10544.408600000013,0.0
449,2017-06-08,243.77,243.78,244.33,243.17,65950691,0,0,10544.408600000013,0.0
450,2017-06-09,244.09,243.41,245.01,241.95,132256362,1,0,10544.408600000013,243.41
451,2017-06-12,243.13,243.36,243.42,242.38,86108102,3,0,10544.358600000014,243.3725
452,2017-06-13,243.98,244.55,244.61,243.5799,60066953,0,4,10549.118600000014,0.0
453,2017-06-14,244.86,244.24,244.87,243.29,78602311,1,0,10549.118600000014,244.24
454,2017-06-15,242.68,243.77,243.91,242.36,66464888,3,0,10548.648600000015,243.88750000000002
455,2017-06-16,242.77,242.64,242.83,241.6337,84553097,5,0,10545.258600000016,243.19444444444446
456,2017-06-19,243.59,244.66,244.73,243.48,65123802,0,9,10563.438600000016,0.0
457,2017-06-20,244.25,243.01,244.26,242.99,56906368,1,0,10563.438600000016,243.01
458,2017-06-21,243.42,242.95,243.59,242.41,55977569,3,0,10563.378600000016,242.96499999999997
459,2017-06-22,242.96,242.84,243.53,242.64,44148059,5,0,10563.048600000016,242.89555555555555
460,2017-06-23,242.91,243.13,243.51,242.47,66986801,0,9,10565.658600000017,0.0
461,2017-06-26,243.9,243.29,244.38,243.045,56700477,0,0,10565.658600000017,0.0
462,2017-06-27,243.04,241.33,243.38,241.31,82247666,1,0,10565.658600000017,241.33
463,2017-06-28,242.5,243.49,243.715,242.23,70042599,0,1,10567.818600000017,0.0
464,2017-06-29,243.66,241.35,243.72,239.955,106949719,1,0,10567.818600000017,241.35
465,2017-06-30,242.28,241.8,242.71,241.575,86820694,0,1,10568.268600000018,0.0
466,2017-07-03,242.88,242.21,243.38,242.21,39153806,0,0,10568.268600000018,0.0
467,2017-07-05,242.63,242.77,243.01,241.7,54427596,0,0,10568.268600000018,0.0
468,2017-07-06,241.89,240.55,242.03,240.34,66115317,1,0,10568.268600000018,240.55
469,2017-07-07,241.21,242.11,242.28,240.5645,57972268,0,1,10569.828600000017,0.0
470,2017-07-10,241.95,242.37,242.8,241.76,36663274,0,0,10569.828600000017,0.0
471,2017-07-11,242.16,242.19,242.55,240.85,50354614,1,0,10569.828600000017,242.19
472,2017-07-12,243.3,244.01,244.2,243.3,59610405,0,1,10571.648600000017,0.0
473,2017-07-13,244.02,244.42,244.55,243.76,39471637,0,0,10571.648600000017,0.0
474,2017-07-14,244.43,245.56,245.97,244.31,60262692,0,0,10571.648600000017,0.0
475,2017-07-17,245.47,245.53,245.91,245.33,33531917,1,0,10571.648600000017,245.53
476,2017-07-18,245.06,245.66,245.72,244.67,42742498,0,1,10571.778600000016,0.0
477,2017-07-19,246.02,246.99,247.0,246.01,51034260,0,0,10571.778600000016,0.0
478,2017-07-20,247.28,247.1,247.42,246.47,47135183,0,0,10571.778600000016,0.0
479,2017-07-21,246.44,246.88,246.91,246.18,88711019,1,0,10571.778600000016,246.88
480,2017-07-24,246.79,246.82,246.98,246.28,46622256,3,0,10571.718600000017,246.835
481,2017-07-25,247.68,247.42,247.8,247.16,54915591,0,4,10574.118600000016,0.0
482,2017-07-26,247.75,247.43,247.79,247.13,47575422,0,0,10574.118600000016,0.0
483,2017-07-27,247.96,247.2,248.0,245.68,70766568,1,0,10574.118600000016,247.2
484,2017-07-28,246.65,246.91,247.06,246.13,50088359,3,0,10573.828600000015,246.98250000000002
485,2017-07-31,247.37,246.77,247.48,246.53,65838659,5,0,10573.408600000015,246.86444444444447
486,2017-08-01,247.46,247.32,247.5,246.71599999999998,55050401,0,9,10578.358600000016,0.0
487,2017-08-02,247.47,247.44,247.6,246.37,47211216,0,0,10578.358600000016,0.0
488,2017-08-03,247.31,246.96,247.34,246.64,40855997,1,0,10578.358600000016,246.96
489,2017-08-04,247.52,247.41,247.79,246.97,60191838,0,1,10578.808600000017,0.0
490,2017-08-07,247.49,247.87,247.87,247.37,31995021,0,0,10578.808600000017,0.0
491,2017-08-08,247.51,247.26,248.91,246.83,61719353,1,0,10578.808600000017,247.26
492,2017-08-09,246.47,247.25,247.31,246.06,62632619,3,0,10578.798600000016,247.2525
493,2017-08-10,246.29,243.76,246.44,243.7,120479470,5,0,10568.328600000017,245.3122222222222
494,2017-08-11,244.02,244.12,244.8,243.75,74869947,0,0,10571.568600000017,245.3122222222222
495,2017-08-14,245.59,246.54,246.79,245.55,73291919,0,9,10593.348600000018,0.0
496,2017-08-15,246.98,246.51,247.0,246.16,55242746,1,0,10593.348600000018,246.51
497,2017-08-16,247.11,246.94,247.57,246.45,56715544,0,1,10593.778600000018,0.0
498,2017-08-17,246.24,243.09,246.6,243.09,128490396,1,0,10593.778600000018,243.09
499,2017-08-18,242.9,242.71,244.18900000000002,242.2,136747986,3,0,10593.398600000019,242.805
500,2017-08-21,242.64,242.9,243.2,241.83,65469736,0,4,10594.158600000019,0.0
501,2017-08-22,243.57,245.44,245.62,243.55,63140101,0,0,10594.158600000019,0.0
502,2017-08-23,244.33,244.56,245.05,244.16,50203837,1,0,10594.158600000019,244.56
503,2017-08-24,245.0,243.99,245.18,243.75,50741671,3,0,10593.58860000002,244.1325
504,2017-08-25,244.9,244.56,245.61,244.39,64445912,0,4,10595.86860000002,0.0
505,2017-08-28,245.17,244.57,245.2,244.09,40565606,0,0,10595.86860000002,0.0
506,2017-08-29,243.06,244.85,245.15,242.93,51135715,0,0,10595.86860000002,0.0
507,2017-08-30,244.83,246.01,246.32,244.62,62030805,0,0,10595.86860000002,0.0
508,2017-08-31,246.72,247.49,247.77,246.0473,103803880,0,0,10595.86860000002,0.0
509,2017-09-01,247.92,247.84,248.33,247.67,62006989,0,0,10595.86860000002,0.0
510,2017-09-05,247.26,246.06,247.52,244.95,91398777,1,0,10595.86860000002,246.06
511,2017-09-06,246.84,246.9,247.28,246.23,57916867,0,1,10596.70860000002,0.0
512,2017-09-07,247.25,246.87,247.27,246.4,58034730,1,0,10596.70860000002,246.87
513,2017-09-08,246.54,246.58,247.11,246.3,63832825,3,0,10596.418600000019,246.6525
514,2017-09-11,248.04,249.21,249.3,248.02,71364848,0,4,10606.93860000002,0.0
515,2017-09-12,249.63,250.05,250.09,249.42,56896027,0,0,10606.93860000002,0.0
516,2017-09-13,249.72,250.17,250.21,249.59,59228002,0,0,10606.93860000002,0.0
517,2017-09-14,249.8,250.09,250.32,249.6,95446349,1,0,10606.93860000002,250.09
518,2017-09-15,248.69,249.19,249.29,248.57,95432382,3,0,10606.03860000002,249.415
519,2017-09-18,249.61,249.72,250.12,249.28,46235238,0,4,10608.15860000002,0.0
520,2017-09-19,250.0,249.97,250.07,249.6,47108148,0,0,10608.15860000002,0.0
521,2017-09-20,250.07,250.06,250.19,248.92,59574083,0,0,10608.15860000002,0.0
522,2017-09-21,249.88,249.39,249.98,249.185,48211398,1,0,10608.15860000002,249.39
523,2017-09-22,249.05,249.44,249.63,249.02,51214032,0,1,10608.20860000002,0.0
524,2017-09-25,249.15,248.93,249.5532,248.08,57064357,1,0,10608.20860000002,248.93
525,2017-09-26,249.42,249.08,249.7,248.805,54081959,0,1,10608.35860000002,0.0
526,2017-09-27,249.88,250.05,250.49,248.87,81001426,0,0,10608.35860000002,0.0
527,2017-09-28,249.73,250.35,250.44,249.63,44778841,0,0,10608.35860000002,0.0
528,2017-09-29,250.34,251.23,251.32,250.13,85578002,0,0,10608.35860000002,0.0
529,2017-10-02,251.49,252.32,252.32,251.2926,59022985,0,0,10608.35860000002,0.0
530,2017-10-03,252.46,252.86,252.89,252.23,66810169,0,0,10608.35860000002,0.0
531,2017-10-04,252.69,253.16,253.44,252.56,55953619,0,0,10608.35860000002,0.0
532,2017-10-05,253.54,254.66,254.68,253.196,63522757,0,0,10608.35860000002,0.0
533,2017-10-06,254.15,254.37,254.7008,253.85,80645998,1,0,10608.35860000002,254.37
534,2017-10-09,254.63,253.95,254.7,253.65,35803138,3,0,10607.93860000002,254.05499999999998
535,2017-10-10,254.6,254.62,255.05,253.98,43057363,0,4,10610.61860000002,0.0
536,2017-10-11,254.51,255.02,255.02,254.32,47674325,0,0,10610.61860000002,0.0
537,2017-10-12,254.66,254.64,255.06,254.365,47065144,1,0,10610.61860000002,254.64
538,2017-10-13,255.14,254.95,255.27,254.64,54800435,0,1,10610.92860000002,0.0
539,2017-10-16,255.21,255.29,255.51,254.82,38221675,0,0,10610.92860000002,0.0
540,2017-10-17,255.23,255.47,255.52,254.98,31560964,0,0,10610.92860000002,0.0
541,2017-10-18,255.9,255.72,255.95,255.5,40888330,0,0,10610.92860000002,0.0
542,2017-10-19,254.83,255.79,255.83,254.35,61903788,0,0,10610.92860000002,0.0
543,2017-10-20,256.7,257.11,257.14,255.7744,89176377,0,0,10610.92860000002,0.0
544,2017-10-23,257.48,256.11,257.51,256.02,63915306,1,0,10610.92860000002,256.11
545,2017-10-24,256.6,256.56,256.83,256.15,66935910,0,1,10611.37860000002,0.0
546,2017-10-25,256.18,255.29,256.31,254.0,103715291,1,0,10611.37860000002,255.29
547,2017-10-26,255.99,255.62,256.3,255.48,69797972,0,1,10611.70860000002,0.0
548,2017-10-27,256.47,257.71,257.89,255.6254,85562544,0,0,10611.70860000002,0.0
549,2017-10-30,257.07,256.75,257.6,256.41,54285687,1,0,10611.70860000002,256.75
550,2017-10-31,257.18,257.15,257.44,256.805,60304781,0,1,10612.10860000002,0.0
551,2017-11-01,258.04,257.49,258.43,257.07,54202736,0,0,10612.10860000002,0.0
552,2017-11-02,257.41,257.59,257.75,256.19,56449535,0,0,10612.10860000002,0.0
553,2017-11-03,257.77,258.45,258.5,257.3,59589730,0,0,10612.10860000002,0.0
554,2017-11-06,258.3,258.85,259.0,258.22,49652598,0,0,10612.10860000002,0.0
555,2017-11-07,258.97,258.67,259.35,258.09,57502161,1,0,10612.10860000002,258.67
556,2017-11-08,258.47,259.11,259.22,258.15,50469579,0,1,10612.54860000002,0.0
557,2017-11-09,257.73,258.17,258.39,256.36,95085497,1,0,10612.54860000002,258.17
558,2017-11-10,257.73,258.09,258.2926,257.37,59984662,3,0,10612.46860000002,258.11
559,2017-11-13,257.31,258.33,258.59,257.27,50228648,0,4,10613.428600000021,0.0
560,2017-11-14,257.41,257.73,257.85,256.52,61315152,1,0,10613.428600000021,257.73
561,2017-11-15,256.62,256.44,257.22,255.63,80811525,3,0,10612.13860000002,256.7625
562,2017-11-16,257.52,258.62,259.04,257.4748,67777027,0,4,10620.85860000002,0.0
563,2017-11-17,258.22,257.86,258.5882,257.77,75756833,1,0,10620.85860000002,257.86
564,2017-11-20,258.14,258.3,258.525,257.86,48075514,0,1,10621.29860000002,0.0
565,2017-11-21,259.18,259.99,260.2,258.2627,69176799,0,0,10621.29860000002,0.0
566,2017-11-22,260.0,259.76,260.15,259.57,45033392,1,0,10621.29860000002,259.76
567,2017-11-24,260.32,260.36,260.48,260.16,27856514,0,1,10621.89860000002,0.0
568,2017-11-27,260.41,260.23,260.75,260.0,52274922,1,0,10621.89860000002,260.23
569,2017-11-28,260.76,262.87,262.9,260.655,98971719,0,1,10624.53860000002,0.0
570,2017-11-29,263.02,262.71,263.63,262.2,77512102,1,0,10624.53860000002,262.71
571,2017-11-30,263.76,265.01,266.05,263.67,127894389,0,1,10626.83860000002,0.0
572,2017-12-01,264.76,264.46,265.31,260.76,164390902,1,0,10626.83860000002,264.46
573,2017-12-04,266.31,264.14,266.8,264.08,94040560,3,0,10626.51860000002,264.21999999999997
574,2017-12-05,264.43,263.19,265.15,263.04,77994544,5,0,10623.668600000019,263.6477777777778
575,2017-12-06,262.87,263.24,263.73,262.71,75898566,0,0,10624.11860000002,263.6477777777778
576,2017-12-07,263.09,264.07,264.43,262.94,77218569,0,9,10631.58860000002,0.0
577,2017-12-08,264.99,265.51,265.52,264.0315,76563873,0,0,10631.58860000002,0.0
578,2017-12-11,265.58,266.31,266.38,265.4793,83077533,0,0,10631.58860000002,0.0
579,2017-12-12,266.57,266.78,267.32,266.345,85195750,0,0,10631.58860000002,0.0
580,2017-12-13,267.06,266.75,267.56,266.65,102905409,1,0,10631.58860000002,266.75
581,2017-12-14,267.09,265.66,267.22,265.6,100666692,3,0,10630.498600000019,265.9325
582,2017-12-15,265.45,266.51,267.04,265.39,144610290,0,4,10633.898600000019,0.0
583,2017-12-18,268.1,268.2,268.6,267.98,83653572,0,0,10633.898600000019,0.0
584,2017-12-19,268.48,267.17,268.53,267.09,82382876,1,0,10633.898600000019,267.17
585,2017-12-20,268.27,267.03,268.33,266.69,76751500,3,0,10633.75860000002,267.065
586,2017-12-21,267.74,267.58,268.385,267.3,67032339,0,4,10635.95860000002,0.0
587,2017-12-22,267.6,267.51,267.635,266.9,78720873,1,0,10635.95860000002,267.51
588,2017-12-26,267.05,267.19,267.4377,266.885,45244433,3,0,10635.63860000002,267.27
589,2017-12-27,267.38,267.32,267.73,267.01,57750986,0,4,10636.15860000002,0.0
590,2017-12-28,267.89,267.87,267.92,267.45,45116139,0,0,10636.15860000002,0.0
591,2017-12-29,268.53,266.86,268.55,266.64,96007424,1,0,10636.15860000002,266.86
592,2018-01-02,267.84,268.77,268.81,267.4,86655749,0,1,10638.06860000002,0.0
593,2018-01-03,268.96,270.47,270.64,268.96,90070416,0,0,10638.06860000002,0.0
594,2018-01-04,271.2,271.61,272.16,270.5447,80636408,0,0,10638.06860000002,0.0
595,2018-01-05,272.51,273.42,273.56,271.95,83523995,0,0,10638.06860000002,0.0
596,2018-01-08,273.31,273.92,274.1,272.98,57319192,0,0,10638.06860000002,0.0
597,2018-01-09,274.4,274.54,275.25,274.08099999999996,57253957,0,0,10638.06860000002,0.0
598,2018-01-10,273.68,274.12,274.42,272.92,69574318,1,0,10638.06860000002,274.12
599,2018-01-11,274.75,276.12,276.12,274.56,62361455,0,1,10640.06860000002,0.0
600,2018-01-12,276.42,277.92,278.11,276.0819,90816076,0,0,10640.06860000002,0.0
601,2018-01-16,279.35,276.97,280.09,276.18,106555142,1,0,10640.06860000002,276.97
602,2018-01-17,278.03,279.61,280.05,276.97,113258799,0,1,10642.70860000002,0.0
603,2018-01-18,279.48,279.14,279.96,278.58,100728006,1,0,10642.70860000002,279.14
604,2018-01-19,279.8,280.41,280.41,279.14,140920098,0,1,10643.97860000002,0.0
605,2018-01-22,280.17,282.69,282.69,280.11,91322408,0,0,10643.97860000002,0.0
606,2018-01-23,282.74,283.29,283.62,282.37,97084700,0,0,10643.97860000002,0.0
607,2018-01-24,284.02,283.18,284.7,281.84,134816117,1,0,10643.97860000002,283.18
608,2018-01-25,284.16,283.3,284.27,282.405,84587313,0,1,10644.098600000021,0.0
609,2018-01-26,284.25,286.58,286.6285,283.96,107743119,0,0,10644.098600000021,0.0
