,date,open_price,close_price,high_price,low_price,volume,buy,sell,account_value,weighted_avg
30,2015-10-08,198.95,201.21,201.55,198.59,153055231,0,0,10056.790000000003,0.0
31,2015-10-09,201.38,201.33,201.9,200.58,107069240,0,0,10056.790000000003,0.0
32,2015-10-12,201.42,201.52,201.76,200.91,56395585,0,0,10056.790000000003,0.0
33,2015-10-13,200.65,200.25,202.16,200.05,88038718,1,0,10056.790000000003,200.25
34,2015-10-14,200.18,199.29,200.87,198.94,99106161,3,0,10055.830000000004,199.53
35,2015-10-15,200.08,202.35,202.36,199.64,134142195,0,4,10068.070000000003,0.0
36,2015-10-16,202.83,203.27,203.29,201.92,114580052,0,0,10068.070000000003,0.0
37,2015-10-19,202.5,203.37,203.37,202.13,76523897,0,0,10068.070000000003,0.0
38,2015-10-20,202.85,203.09,203.84,202.5471,78448484,1,0,10068.070000000003,203.09
39,2015-10-21,203.61,201.85,203.79,201.65,102038033,3,0,10066.830000000004,202.16
40,2015-10-22,202.98,205.26,205.51,201.85,174911723,0,4,10080.470000000003,0.0
41,2015-10-23,207.25,207.51,207.95,206.3,144442340,0,0,10080.470000000003,0.0
42,2015-10-26,207.3,207.0,207.37,206.56,69032965,1,0,10080.470000000003,207.0
43,2015-10-27,206.2,206.6,207.0,205.79,77905770,3,0,10080.070000000003,206.7
44,2015-10-28,207.0,208.95,208.98,206.21,135906725,0,4,10089.470000000003,0.0
45,2015-10-29,208.35,208.83,209.27,208.21,90525498,1,0,10089.470000000003,208.83
46,2015-10-30,209.06,207.93,209.44,207.74,131076942,3,0,10088.570000000003,208.155
47,2015-11-02,208.32,210.39,210.62,208.17,86270811,0,4,10098.410000000003,0.0
48,2015-11-03,209.97,211.0,211.66,209.7,95246052,0,0,10098.410000000003,0.0
49,2015-11-04,211.35,210.36,211.5,209.7201,96224477,1,0,10098.410000000003,210.36
50,2015-11-05,210.43,210.15,210.98,209.09,78408744,3,0,10098.200000000004,210.20250000000001
51,2015-11-06,209.74,210.04,210.32,208.46,110471473,5,0,10097.870000000004,210.11222222222224
52,2015-11-09,209.31,208.08,209.49,206.95,131008660,7,0,10088.070000000005,209.22312500000004
53,2015-11-10,207.51,208.56,208.6,207.19,75874602,0,0,10095.750000000005,209.22312500000004
54,2015-11-11,208.88,207.74,208.94,207.66,67845971,9,0,10090.010000000006,208.68920000000003
55,2015-11-12,206.5,204.84,207.06,204.82,121315200,0,0,10017.510000000006,208.68920000000003
56,2015-11-13,204.35,202.54,204.67,202.435,153577050,0,0,9960.010000000006,208.68920000000003
57,2015-11-16,202.32,205.62,205.69,202.18,117645231,0,0,10037.010000000006,208.68920000000003
58,2015-11-17,205.99,205.47,207.04,204.88,121123744,0,0,10033.260000000006,208.68920000000003
59,2015-11-18,206.04,208.73,208.9,205.99,121342544,0,25,10114.760000000006,0.0
60,2015-11-19,208.59,208.55,209.05,208.2,88220465,1,0,10114.760000000006,208.55
61,2015-11-20,209.45,209.3108,210.12,208.86,94011519,0,1,10115.520800000006,0.0
62,2015-11-23,209.38,209.07,209.98,208.52,64931172,1,0,10115.520800000006,209.07
63,2015-11-24,207.87,209.35,209.83,207.41,98874365,0,1,10115.800800000006,0.0
64,2015-11-25,209.5,209.32,209.74,209.01,51980062,1,0,10115.800800000006,209.32
65,2015-11-27,209.43,209.56,209.8,208.86,37317779,0,1,10116.040800000006,0.0
66,2015-11-30,209.75,208.69,209.89,208.56,112822700,1,0,10116.040800000006,208.69
67,2015-12-01,209.44,210.68,210.82,209.11,97858418,0,1,10118.030800000006,0.0
68,2015-12-02,210.615,208.52900000000002,211.0,208.23,108441259,1,0,10118.030800000006,208.52900000000002
69,2015-12-03,208.83,205.61,209.15,204.7511,166224154,3,0,10115.111800000006,206.33975
70,2015-12-04,206.08,209.62,209.97,205.93,192913879,0,4,10131.151800000007,0.0
71,2015-12-07,209.23,208.35,209.7295,207.2,102027111,1,0,10131.151800000007,208.35
72,2015-12-08,206.49,206.949,208.28900000000002,205.78,103372367,3,0,10129.750800000007,207.29925
73,2015-12-09,206.19,205.34,208.68,204.18,162401537,5,0,10124.923800000008,206.21077777777776
74,2015-12-10,205.42,205.87,207.43,205.14,116128884,0,0,10129.693800000008,206.21077777777776
75,2015-12-11,203.35,201.88,204.14,201.51,211173305,7,0,10109.743800000007,204.3160625
76,2015-12-14,202.07,202.9008,203.05,199.95,182385177,0,0,10126.076600000008,204.3160625
77,2015-12-15,204.7,205.0308,206.11,202.8666,154069569,0,16,10160.156600000008,0.0
78,2015-12-16,206.365,208.03,208.39,204.8,197017008,0,0,10160.156600000008,0.0
79,2015-12-17,208.4,204.86,208.48,204.84,173092476,1,0,10160.156600000008,204.86
80,2015-12-18,202.77,200.0208,202.93,199.83,251393535,3,0,10155.317400000007,201.2306
81,2015-12-21,201.41,201.67,201.88,200.09,99094290,0,4,10161.914200000007,0.0
82,2015-12-22,202.715,203.5,203.85,201.55,111026246,0,0,10161.914200000007,0.0
83,2015-12-23,204.69,206.02,206.07,204.58,110987228,0,0,10161.914200000007,0.0
84,2015-12-24,205.72,205.68,206.33,205.42,48542150,1,0,10161.914200000007,205.68
85,2015-12-28,204.86,205.21,205.26,203.94,65899939,3,0,10161.444200000007,205.3275
86,2015-12-29,206.51,207.4,207.79,206.47,92640672,0,4,10170.204200000007,0.0
87,2015-12-30,207.11,205.93,207.21,205.76,63317679,1,0,10170.204200000007,205.93
88,2015-12-31,205.13,203.87,205.89,203.87,114877859,3,0,10168.144200000008,204.385
89,2016-01-04,200.49,201.0192,201.03,198.59,222353534,5,0,10159.591800000007,202.5151111111111
90,2016-01-05,201.4,201.36,201.9,200.05,110845849,0,0,10162.659000000007,202.5151111111111
91,2016-01-06,198.34,198.82,200.06,197.6,152112604,7,0,10149.959000000006,200.8985
92,2016-01-07,195.33,194.05,197.44,193.59,213436073,9,0,10116.569000000007,198.43304
93,2016-01-08,195.19,191.923,195.85,191.58,209817228,0,0,10063.394000000006,198.43304
94,2016-01-11,193.01,192.11,193.41,189.82,187941323,0,0,10068.069000000007,198.43304
95,2016-01-12,193.82,193.6608,194.55,191.14,172330490,0,0,10106.839000000007,198.43304
96,2016-01-13,194.45,188.83,194.86,188.38,221168886,0,0,9986.069000000007,198.43304
97,2016-01-14,189.55,191.93,193.26,187.66,240795609,0,0,10063.569000000007,198.43304
98,2016-01-15,186.77,187.81,188.76,185.52,324846447,0,0,9960.569000000007,198.43304
99,2016-01-19,189.96,188.06,190.11,186.2,195244373,0,0,9966.819000000007,198.43304
100,2016-01-20,185.03,185.65,187.495,181.02,286547839,0,0,9906.569000000007,198.43304
101,2016-01-21,186.21,186.69,188.87,184.64,195772941,0,0,9932.569000000007,198.43304
102,2016-01-22,189.78,190.52,190.76,188.88,168319598,0,0,10028.319000000007,198.43304
103,2016-01-25,189.92,187.64,190.15,187.41,130371686,0,0,9956.319000000007,198.43304
104,2016-01-26,188.42,190.2,190.53,188.02,141036757,0,0,10020.319000000007,198.43304
105,2016-01-27,189.58,188.13,191.56,187.06,185681707,0,0,9968.569000000007,198.43304
106,2016-01-28,189.96,189.11,190.2,187.16,143798780,0,0,9993.069000000007,198.43304
107,2016-01-29,190.02,193.7208,193.88,189.88,210529336,0,0,10108.339000000007,198.43304
108,2016-02-01,192.53,193.65,194.58,191.84,136061564,0,0,10106.569000000007,198.43304
109,2016-02-02,191.96,190.16,191.97,189.54,182564890,0,0,10019.319000000007,198.43304
110,2016-02-03,191.41,191.3,191.78,187.1,205054934,0,0,10047.819000000007,198.43304
111,2016-02-04,190.71,191.6,192.75,189.96,139531794,0,0,10055.319000000007,198.43304
112,2016-02-05,190.99,187.95,191.6696,187.2,180788308,0,0,9964.069000000007,198.43304
113,2016-02-08,185.77,185.42,186.12,182.8,191526694,0,0,9900.819000000007,198.43304
114,2016-02-09,183.36,185.43,186.94,183.2,184513136,0,0,9901.069000000007,198.43304
115,2016-02-10,186.41,185.27,188.34,185.12,148214057,0,0,9897.069000000007,198.43304
116,2016-02-11,182.34,182.86,184.1,181.09,219058885,0,0,9836.819000000007,198.43304
117,2016-02-12,184.96,186.63,186.65,183.96,127632393,0,0,9931.069000000007,198.43304
118,2016-02-16,188.77,189.78,189.81,187.63,120250668,0,0,10009.819000000007,198.43304
119,2016-02-17,191.16,192.88,193.32,191.01,136009496,0,0,10087.319000000007,198.43304
120,2016-02-18,193.2,192.09,193.27,191.72,102342997,0,0,10067.569000000007,198.43304
121,2016-02-19,191.17,192.0,192.18,190.45,114792988,0,0,10065.319000000007,198.43304
122,2016-02-22,193.87,194.78,194.95,193.79,103640292,0,0,10134.819000000007,198.43304
123,2016-02-23,194.0,192.32,194.32,192.18,111455289,0,0,10073.319000000007,198.43304
124,2016-02-24,190.63,193.2,193.53,189.32,150812152,0,0,10095.319000000007,198.43304
125,2016-02-25,193.73,195.54,195.55,192.83,110728317,0,0,10153.819000000007,198.43304
126,2016-02-26,196.57,195.0892,196.68,194.9,129833663,0,0,10142.549000000006,198.43304
127,2016-02-29,195.11,193.56,196.23,193.33,125918102,0,0,10104.319000000007,198.43304
128,2016-03-01,195.01,198.11,198.21,194.4542,141799687,0,0,10218.069000000007,198.43304
129,2016-03-02,197.74,199.0,199.06,197.25,102414960,0,25,10240.319000000007,0.0
130,2016-03-03,198.79,199.775,199.795,198.11,95172197,0,0,10240.319000000007,0.0
131,2016-03-04,200.01,200.43,201.35,199.03,129293601,0,0,10240.319000000007,0.0
132,2016-03-07,199.34,200.59,201.07,199.25,100218998,0,0,10240.319000000007,0.0
133,2016-03-08,199.32,198.4,199.92,198.21,123974866,1,0,10240.319000000007,198.4
134,2016-03-09,199.36,199.38,199.79,198.43,94801213,0,1,10241.299000000006,0.0
135,2016-03-10,199.96,199.54,201.07,197.38,156838697,0,0,10241.299000000006,0.0
136,2016-03-11,201.26,202.76,202.81,199.5179,137964528,0,0,10241.299000000006,0.0
137,2016-03-14,202.16,202.5,203.04,201.77,73611974,1,0,10241.299000000006,202.5
138,2016-03-15,201.36,202.17,202.5307,201.05,93169090,3,0,10240.969000000006,202.2525
139,2016-03-16,201.6,203.34,203.82,201.55,129303179,0,4,10245.649000000007,0.0
140,2016-03-17,203.24,204.63,205.23,202.77,134278505,0,0,10245.649000000007,0.0
141,2016-03-18,204.17,204.38,204.78,203.8,138372404,1,0,10245.649000000007,204.38
142,2016-03-21,204.07,204.67,204.94,203.8,72926659,0,1,10245.939000000008,0.0
143,2016-03-22,203.76,204.56,205.23,203.57,97471939,1,0,10245.939000000008,204.56
144,2016-03-23,204.11,203.2092,204.33,203.01,81052455,3,0,10244.588200000007,203.5469
145,2016-03-24,202.0,203.12,203.16,201.74,84360853,5,0,10244.320600000008,203.30973333333336
146,2016-03-28,203.61,203.24,203.86,202.705,62408185,0,0,10245.400600000008,203.30973333333336
147,2016-03-29,202.76,205.1208,205.25,202.4,92922863,0,9,10262.327800000008,0.0
148,2016-03-30,206.3,206.02,206.87,205.59,86365310,0,0,10262.327800000008,0.0
149,2016-03-31,205.91,205.52,206.41,205.33,94584110,1,0,10262.327800000008,205.52
150,2016-04-01,204.35,206.92,207.14,203.98,114423478,0,1,10263.727800000008,0.0
151,2016-04-04,206.83,206.25,207.07,205.89,63496969,1,0,10263.727800000008,206.25
152,2016-04-05,204.67,204.1892,206.2642,203.89,99662158,3,0,10261.667000000009,204.7044
153,2016-04-06,204.29,206.42,206.49,203.98,91839761,0,4,10270.590200000008,0.0
154,2016-04-07,205.14,203.95,205.56,203.09,113859037,1,0,10270.590200000008,203.95
155,2016-04-08,205.34,204.4992,205.85,203.87,95040598,0,1,10271.139400000007,0.0
156,2016-04-11,205.25,204.0201,206.07,203.91,83757486,1,0,10271.139400000007,204.0201
157,2016-04-12,204.22,205.92,206.25,203.7,115350567,0,1,10273.039300000008,0.0
158,2016-04-13,207.0,208.0008,208.1,206.84,96336433,0,0,10273.039300000008,0.0
159,2016-04-14,208.07,208.01,208.6,207.6,65212883,0,0,10273.039300000008,0.0
160,2016-04-15,208.01,207.78,208.1721,207.4,75761615,1,0,10273.039300000008,207.78
161,2016-04-18,207.14,209.2392,209.28,207.0,82530960,0,1,10274.498500000007,0.0
162,2016-04-19,209.74,209.9,210.2,208.94,88316060,0,0,10274.498500000007,0.0
163,2016-04-20,209.95,210.1,210.92,209.39,81100314,0,0,10274.498500000007,0.0
164,2016-04-21,210.12,208.97,210.25,208.65,85695041,1,0,10274.498500000007,208.97
165,2016-04-22,208.55,208.97,209.29,207.91,99251724,0,0,10274.498500000007,208.97
166,2016-04-25,208.26,208.61,208.66,207.54,66166494,3,0,10274.138500000006,208.70000000000002
167,2016-04-26,209.04,208.9192,209.52,208.36,75864174,0,4,10275.375300000007,0.0
168,2016-04-27,208.47,209.35,209.81,208.05,77329437,0,0,10275.375300000007,0.0
169,2016-04-28,208.46,207.4475,209.76,206.96,97216169,1,0,10275.375300000007,207.4475
170,2016-04-29,206.72,206.3308,207.13,205.03,142424137,3,0,10274.258600000006,206.60997500000002
171,2016-05-02,206.92,207.97,208.18,206.41,62188015,0,4,10280.815400000007,0.0
172,2016-05-03,206.52,206.1592,206.8,205.28,106422142,1,0,10280.815400000007,206.1592
173,2016-05-04,204.99,205.01,205.85,204.42,92243810,3,0,10279.666200000007,205.2973
174,2016-05-05,205.56,204.97,205.98,204.47,67619222,5,0,10279.546200000006,205.11546666666666
175,2016-05-06,204.06,205.72,205.77,203.88,89315004,0,9,10286.296200000006,0.0
176,2016-05-09,205.57,205.8892,206.4,205.36,74374922,0,0,10286.296200000006,0.0
177,2016-05-10,206.72,208.45,208.5,206.64,77472207,0,0,10286.296200000006,0.0
178,2016-05-11,207.91,206.5,208.54,206.5,81726989,1,0,10286.296200000006,206.5
179,2016-05-12,207.29,206.56,207.4899,205.37,89586308,0,1,10286.356200000006,0.0
180,2016-05-13,206.21,204.76,206.86,204.38,96474630,1,0,10286.356200000006,204.76
181,2016-05-16,204.96,206.78,207.34,204.89,77486827,0,1,10288.376200000006,0.0
182,2016-05-17,206.46,204.8508,206.8,204.23,114924940,1,0,10288.376200000006,204.8508
183,2016-05-18,204.44,204.91,206.3,203.63,123493379,0,1,10288.435400000006,0.0
184,2016-05-19,204.06,204.2,204.54,202.78,115430507,1,0,10288.435400000006,204.2
185,2016-05-20,204.92,205.49,206.1,204.86,104990408,0,1,10289.725400000007,0.0
186,2016-05-23,205.51,205.21,205.84,204.985,58682576,1,0,10289.725400000007,205.21
187,2016-05-24,206.17,207.87,208.24,206.14,93537808,0,1,10292.385400000006,0.0
188,2016-05-25,208.67,209.28,209.77,207.8691,79221525,0,0,10292.385400000006,0.0
189,2016-05-26,209.44,209.34,209.71,208.97,55280699,0,0,10292.385400000006,0.0
190,2016-05-27,209.53,210.24,210.25,209.47,64211214,0,0,10292.385400000006,0.0
191,2016-05-31,210.56,209.84,210.69,209.18,109879380,1,0,10292.385400000006,209.84
192,2016-06-01,209.12,210.27,210.48,208.89,69936215,0,1,10292.815400000007,0.0
193,2016-06-02,209.8,210.91,210.93,209.2399,63044749,0,0,10292.815400000007,0.0
194,2016-06-03,210.25,210.28,210.69,208.86,101757126,1,0,10292.815400000007,210.28
195,2016-06-06,210.7,211.35,211.77,210.51,64887045,0,1,10293.885400000006,0.0
196,2016-06-07,211.525,211.68,212.34,211.5,60974761,0,0,10293.885400000006,0.0
197,2016-06-08,211.84,212.37,212.52,211.6899,66170920,0,0,10293.885400000006,0.0
198,2016-06-09,211.51,212.08,212.22,211.19,73786869,1,0,10293.885400000006,212.08
199,2016-06-10,210.46,210.07,210.86,209.43,113829158,3,0,10291.875400000006,210.57250000000002
200,2016-06-13,209.36,208.4492,210.37,208.35,117751153,5,0,10287.013000000006,209.3928888888889
201,2016-06-14,208.0,208.04,208.74,206.9199,125059286,7,0,10284.967000000006,208.801
202,2016-06-15,208.54,207.75,209.36,207.53,109124496,9,0,10282.937000000005,208.42264
203,2016-06-16,206.73,208.37,208.57,205.59,149533065,0,0,10298.437000000005,208.42264
204,2016-06-17,207.17,206.52,207.2,205.75,117055748,0,0,10252.187000000005,208.42264
205,2016-06-20,208.82,207.85,209.61,207.75,82789603,0,0,10285.437000000005,208.42264
206,2016-06-21,208.3,208.44,208.92,207.78,72461663,0,25,10300.187000000005,0.0
207,2016-06-22,208.65,208.1,209.5,207.93,95560471,1,0,10300.187000000005,208.1
208,2016-06-23,209.81,210.81,210.87,209.27,102731356,0,1,10302.897000000004,0.0
209,2016-06-24,203.63,203.13,210.8463,202.72,333444397,1,0,10302.897000000004,203.13
210,2016-06-27,201.59,199.6,201.6,198.65,248988660,3,0,10299.367000000004,200.4825
211,2016-06-28,201.48,203.1997,203.23,201.12,159382399,0,4,10313.765800000005,0.0
212,2016-06-29,204.84,206.66,206.93,204.72,137328614,0,0,10313.765800000005,0.0
213,2016-06-30,207.21,209.475,209.54,206.56,165021948,0,0,10313.765800000005,0.0
214,2016-07-01,209.36,209.9208,210.49,209.29,106055333,0,0,10313.765800000005,0.0
215,2016-07-05,208.95,208.41,209.08,207.71,109803713,1,0,10313.765800000005,208.41
216,2016-07-06,207.83,209.66,209.8,207.06,96021491,0,1,10315.015800000005,0.0
217,2016-07-07,209.87,209.52599999999998,210.6495,208.63,85593827,1,0,10315.015800000005,209.52599999999998
218,2016-07-08,211.05,212.65,212.94,210.7785,133970972,0,1,10318.139800000004,0.0
219,2016-07-11,213.19,213.4,214.07,212.95,73633937,0,0,10318.139800000004,0.0
220,2016-07-12,214.53,214.95,215.3,213.4308,101275629,0,0,10318.139800000004,0.0
221,2016-07-13,215.44,214.92,215.45,214.35,87324129,1,0,10318.139800000004,214.92
222,2016-07-14,216.4,216.12,216.67,215.66,91230870,0,1,10319.339800000005,0.0
223,2016-07-15,216.78,215.83,217.0125,215.308,107155401,1,0,10319.339800000005,215.83
224,2016-07-18,215.97,216.4092,216.6,215.67,58725918,0,1,10319.919000000005,0.0
225,2016-07-19,215.92,216.19,216.23,215.63,54345728,1,0,10319.919000000005,216.19
226,2016-07-20,216.75,217.085,217.37,216.24,58159457,0,1,10320.814000000006,0.0
227,2016-07-21,216.96,216.265,217.22,215.75,67777310,1,0,10320.814000000006,216.265
228,2016-07-22,216.41,217.24,217.3,216.1,62787477,0,1,10321.789000000006,0.0
229,2016-07-25,217.0,216.65,217.06,215.97,55873147,1,0,10321.789000000006,216.65
230,2016-07-26,216.53,216.75,217.17,215.76,70080493,0,1,10321.889000000006,0.0
231,2016-07-27,217.19,216.52,217.27,215.62,84083893,1,0,10321.889000000006,216.52
232,2016-07-28,216.29,216.77,217.11,215.75,65035718,0,1,10322.139000000006,0.0
233,2016-07-29,216.46,217.12,217.54,216.13,79519436,0,0,10322.139000000006,0.0
234,2016-08-01,217.19,216.94,217.65,216.405,73311422,1,0,10322.139000000006,216.94
235,2016-08-02,216.65,215.5492,216.83,214.57,92295506,3,0,10320.748200000007,215.89690000000002
236,2016-08-03,215.48,216.18,216.245,215.13,53993626,0,4,10323.271400000007,0.0
237,2016-08-04,216.31,216.4097,216.78,214.25,46585528,0,0,10323.271400000007,0.0
238,2016-08-05,217.21,218.18,218.23,217.07,71892161,0,0,10323.271400000007,0.0
239,2016-08-08,218.4,218.05,218.52,217.74,39906479,1,0,10323.271400000007,218.05
240,2016-08-09,218.13,218.18,218.76,217.8,51251728,0,1,10323.401400000006,0.0
241,2016-08-10,218.31,217.64,218.4038,217.23,57941092,1,0,10323.401400000006,217.64
242,2016-08-11,218.26,218.65,218.94,217.95,72504270,0,1,10324.411400000006,0.0
243,2016-08-12,218.29,218.46,218.71,217.99,61313544,1,0,10324.411400000006,218.46
244,2016-08-15,218.89,219.09,219.5,218.88,49813482,0,1,10325.041400000006,0.0
245,2016-08-16,218.6,217.96,218.68,217.96,53213621,1,0,10325.041400000006,217.96
246,2016-08-17,218.0,218.37,218.53,217.02,75134339,0,1,10325.451400000005,0.0
247,2016-08-18,218.34,218.86,218.9,218.21,52989266,0,0,10325.451400000005,0.0
248,2016-08-19,218.31,218.54,218.75,217.74,75443004,1,0,10325.451400000005,218.54
249,2016-08-22,218.26,218.53,218.8,217.83,61368766,3,0,10325.441400000005,218.5325
250,2016-08-23,219.25,218.97,219.6,218.9,53399159,0,4,10327.201400000005,0.0
251,2016-08-24,218.8,217.85,218.91,217.36,71728949,1,0,10327.201400000005,217.85
252,2016-08-25,217.4,217.7,218.19,217.22,69224776,3,0,10327.051400000006,217.73749999999998
253,2016-08-26,217.92,217.29,219.12,216.25,122506348,5,0,10325.821400000006,217.4888888888889
254,2016-08-29,217.44,218.3608,218.665,217.4,70502167,0,9,10335.458600000007,0.0
255,2016-08-30,218.26,218.0,218.59,217.35,58114543,1,0,10335.458600000007,218.0
256,2016-08-31,217.61,217.38,217.75,216.465,85269453,3,0,10334.838600000006,217.535
257,2016-09-01,217.37,217.39,217.73,216.03,97844207,0,0,10334.878600000007,217.535
258,2016-09-02,218.39,218.37,218.87,217.7,79293856,0,4,10338.798600000007,0.0
259,2016-09-06,218.7,219.0308,219.12,217.86,56702089,0,0,10338.798600000007,0.0
260,2016-09-07,218.84,219.01,219.22,218.3,76554855,1,0,10338.798600000007,219.01
261,2016-09-08,218.62,218.51,218.94,218.15,74102880,3,0,10338.298600000007,218.635
262,2016-09-09,216.97,213.28,217.03,213.25,221589073,5,0,10322.608600000007,215.66
263,2016-09-12,212.39,216.34,216.81,212.31,168110913,0,9,10350.148600000008,0.0
264,2016-09-13,214.84,213.23,215.1499,212.5,182828839,1,0,10350.148600000008,213.23
265,2016-09-14,213.29,213.15,214.7,212.5,134185491,3,0,10350.068600000008,213.17000000000002
266,2016-09-15,212.96,215.28,215.73,212.75,145736123,0,4,10358.588600000008,0.0
267,2016-09-16,213.48,213.37,213.69,212.57,155236354,1,0,10358.588600000008,213.37
268,2016-09-19,214.13,213.41,214.88,213.03,80250490,0,1,10358.62860000001,0.0
269,2016-09-20,214.41,213.42,214.59,213.38,69665279,0,0,10358.62860000001,0.0
270,2016-09-21,214.24,215.82,216.03,213.44,110284425,0,0,10358.62860000001,0.0
271,2016-09-22,217.0,217.18,217.53,216.71,76678713,0,0,10358.62860000001,0.0
272,2016-09-23,216.72,215.99,216.88,215.88,73630921,1,0,10358.62860000001,215.99
273,2016-09-26,215.02,214.24,215.23,214.01,89827305,3,0,10356.87860000001,214.6775
274,2016-09-27,214.05,215.57,215.68,213.62,78494829,0,4,10362.198600000009,0.0
275,2016-09-28,215.83,216.64,216.82,214.71,87411015,0,0,10362.198600000009,0.0
276,2016-09-29,216.4,214.68,216.87,214.04,128070615,1,0,10362.198600000009,214.68
277,2016-09-30,215.65,216.3,217.12,215.36,117202914,0,1,10363.81860000001,0.0
278,2016-10-03,215.82,215.78,216.04,215.04,83512057,1,0,10363.81860000001,215.78
279,2016-10-04,215.91,214.68,216.17,213.99,119948052,3,0,10362.71860000001,214.95499999999998
280,2016-10-05,215.41,215.63,216.13,215.33,72815963,0,4,10366.518600000009,0.0
281,2016-10-06,215.37,215.78,216.04,214.735,62927376,0,0,10366.518600000009,0.0
282,2016-10-07,216.1,215.04,216.3,214.19,89788255,1,0,10366.518600000009,215.04
283,2016-10-10,216.155,216.16,216.7,215.985,51855023,0,1,10367.63860000001,0.0
284,2016-10-11,215.66,213.43,215.74,212.58,130367373,1,0,10367.63860000001,213.43
285,2016-10-12,213.59,213.71,214.32,213.01,73866117,0,1,10367.91860000001,0.0
286,2016-10-13,212.16,213.01,213.59,211.21,101356960,1,0,10367.91860000001,213.01
287,2016-10-14,214.15,213.12,214.69,213.03,93346237,0,1,10368.02860000001,0.0
288,2016-10-17,213.09,212.38,213.39,212.17,58275674,1,0,10368.02860000001,212.38
289,2016-10-18,214.24,213.71,214.31,213.27,76869656,0,1,10369.35860000001,0.0
290,2016-10-19,214.02,214.28,214.64,213.6,66519224,0,0,10369.35860000001,0.0
291,2016-10-20,213.87,213.88,214.53,213.11,73639830,1,0,10369.35860000001,213.88
292,2016-10-21,212.96,213.98,214.08,212.76,89089092,0,1,10369.45860000001,0.0
293,2016-10-24,215.0,214.89,215.32,214.48,60146592,0,0,10369.45860000001,0.0
294,2016-10-25,214.68,214.17,214.98,213.98,66542329,1,0,10369.45860000001,214.17
295,2016-10-26,213.21,213.74,214.42,212.93,75705478,3,0,10369.02860000001,213.8475
296,2016-10-27,214.58,213.17,214.62,213.08,77220213,5,0,10367.31860000001,213.4711111111111
297,2016-10-28,213.14,212.54,213.93,211.71,140623183,7,0,10364.16860000001,213.06374999999997
298,2016-10-31,212.93,212.55,213.19,212.36,61272507,0,0,10364.32860000001,213.06374999999997
299,2016-11-01,212.93,211.01,212.99,209.6,122781818,9,0,10353.54860000001,212.3244
300,2016-11-02,210.65,209.74,211.1,209.23,103330806,0,0,10321.79860000001,212.3244
301,2016-11-03,209.99,208.78,210.24,208.46,88939346,0,0,10297.79860000001,212.3244
302,2016-11-04,208.91,208.55,209.89,208.38,109122059,0,0,10292.04860000001,212.3244
303,2016-11-07,211.45,213.15,213.19,211.3,109794861,0,25,10407.04860000001,0.0
